
        aeat         rho           p          cp           t         isp          ae          cf
   6.8726E+00  1.4470E+01  1.6985E+02  5.6881E+00  3.6862E+03  1.1530E+03  1.0000E+00  6.5461E-01
   1.1770E+01  2.4246E+01  3.0398E+02  5.6595E+00  3.8874E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.2672E+00  1.4956E+01  1.7570E+02  5.6634E+00  3.6908E+03  1.1535E+03  1.0000E+00  6.5466E-01
   1.2408E+01  1.1686E+01  1.4185E+02  6.0861E+00  3.7545E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.6613E+00  7.2064E+00  8.2082E+01  6.0755E+00  3.5715E+03  1.1343E+03  1.0000E+00  6.5360E-01
   1.3045E+01  1.2499E+01  1.5199E+02  6.0320E+00  3.7647E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.0551E+00  7.7080E+00  8.7936E+01  6.0210E+00  3.5806E+03  1.1353E+03  1.0000E+00  6.5371E-01
   1.3682E+01  1.3311E+01  1.6212E+02  5.9818E+00  3.7743E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.4484E+00  8.2088E+00  9.3789E+01  5.9706E+00  3.5890E+03  1.1363E+03  1.0000E+00  6.5380E-01
   1.4318E+01  1.4122E+01  1.7225E+02  5.9351E+00  3.7833E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.8413E+00  8.7088E+00  9.9641E+01  5.9236E+00  3.5970E+03  1.1373E+03  1.0000E+00  6.5390E-01
   1.4953E+01  1.4931E+01  1.8238E+02  5.8915E+00  3.7918E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.2339E+00  9.2083E+00  1.0549E+02  5.8797E+00  3.6045E+03  1.1381E+03  1.0000E+00  6.5398E-01
   1.5588E+01  1.5739E+01  1.9252E+02  5.8505E+00  3.7999E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.6262E+00  9.7070E+00  1.1134E+02  5.8385E+00  3.6116E+03  1.1389E+03  1.0000E+00  6.5406E-01
   1.6222E+01  1.6547E+01  2.0265E+02  5.8119E+00  3.8075E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0018E+01  1.0205E+01  1.1720E+02  5.7997E+00  3.6183E+03  1.1397E+03  1.0000E+00  6.5414E-01
   1.6856E+01  1.7353E+01  2.1278E+02  5.7755E+00  3.8148E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0410E+01  1.0703E+01  1.2305E+02  5.7630E+00  3.6247E+03  1.1405E+03  1.0000E+00  6.5422E-01
   1.7489E+01  1.8159E+01  2.2291E+02  5.7410E+00  3.8217E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0801E+01  1.1200E+01  1.2890E+02  5.7283E+00  3.6308E+03  1.1412E+03  1.0000E+00  6.5428E-01
   1.8122E+01  1.8964E+01  2.3305E+02  5.7083E+00  3.8283E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1192E+01  1.1696E+01  1.3475E+02  5.6953E+00  3.6366E+03  1.1418E+03  1.0000E+00  6.5435E-01
   1.8754E+01  1.9767E+01  2.4318E+02  5.6771E+00  3.8347E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1583E+01  1.2193E+01  1.4059E+02  5.6639E+00  3.6422E+03  1.1425E+03  1.0000E+00  6.5441E-01
   1.9386E+01  2.0571E+01  2.5331E+02  5.6474E+00  3.8407E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1973E+01  1.2688E+01  1.4644E+02  5.6340E+00  3.6475E+03  1.1431E+03  1.0000E+00  6.5448E-01
   9.3594E+00  2.1373E+01  2.6344E+02  5.6190E+00  3.8466E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.7765E+00  1.3183E+01  1.5229E+02  5.6054E+00  3.6526E+03  1.1437E+03  1.0000E+00  6.5453E-01
   1.0010E+01  2.2175E+01  2.7358E+02  5.5919E+00  3.8522E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.1785E+00  1.3678E+01  1.5814E+02  5.5781E+00  3.6576E+03  1.1442E+03  1.0000E+00  6.5459E-01
   1.0660E+01  2.2976E+01  2.8371E+02  5.5659E+00  3.8576E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.5799E+00  1.4173E+01  1.6399E+02  5.5519E+00  3.6623E+03  1.1448E+03  1.0000E+00  6.5464E-01
   1.1309E+01  2.3776E+01  2.9384E+02  5.5409E+00  3.8628E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.9807E+00  1.4667E+01  1.6984E+02  5.5267E+00  3.6669E+03  1.1453E+03  1.0000E+00  6.5470E-01
   1.1957E+01  2.4576E+01  3.0398E+02  5.5169E+00  3.8679E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.3809E+00  1.5160E+01  1.7568E+02  5.5025E+00  3.6714E+03  1.1458E+03  1.0000E+00  6.5474E-01
   1.2604E+01  1.1839E+01  1.4185E+02  5.9332E+00  3.7369E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.7807E+00  7.3004E+00  8.2075E+01  5.9039E+00  3.5540E+03  1.1270E+03  1.0000E+00  6.5368E-01
   1.3251E+01  1.2663E+01  1.5199E+02  5.8802E+00  3.7470E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.1800E+00  7.8086E+00  8.7928E+01  5.8507E+00  3.5628E+03  1.1281E+03  1.0000E+00  6.5379E-01
   1.3897E+01  1.3485E+01  1.6212E+02  5.8311E+00  3.7564E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.5788E+00  8.3161E+00  9.3780E+01  5.8014E+00  3.5711E+03  1.1290E+03  1.0000E+00  6.5389E-01
   1.4542E+01  1.4307E+01  1.7225E+02  5.7854E+00  3.7652E+03  0.0000E+00  0.0000E+00  0.0000E+00
   8.9773E+00  8.8229E+00  9.9632E+01  5.7555E+00  3.5789E+03  1.1300E+03  1.0000E+00  6.5398E-01
   1.5186E+01  1.5127E+01  1.8238E+02  5.7427E+00  3.7736E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.3753E+00  9.3290E+00  1.0548E+02  5.7126E+00  3.5862E+03  1.1308E+03  1.0000E+00  6.5407E-01
   1.5830E+01  1.5946E+01  1.9252E+02  5.7027E+00  3.7815E+03  0.0000E+00  0.0000E+00  0.0000E+00
   9.7730E+00  9.8345E+00  1.1133E+02  5.6724E+00  3.5931E+03  1.1316E+03  1.0000E+00  6.5415E-01
   1.6473E+01  1.6764E+01  2.0265E+02  5.6649E+00  3.7890E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0170E+01  1.0339E+01  1.1718E+02  5.6344E+00  3.5997E+03  1.1324E+03  1.0000E+00  6.5423E-01
   1.7116E+01  1.7582E+01  2.1278E+02  5.6293E+00  3.7961E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0567E+01  1.0844E+01  1.2303E+02  5.5986E+00  3.6060E+03  1.1331E+03  1.0000E+00  6.5431E-01
   1.7758E+01  1.8398E+01  2.2291E+02  5.5955E+00  3.8029E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.0964E+01  1.1347E+01  1.2888E+02  5.5647E+00  3.6119E+03  1.1338E+03  1.0000E+00  6.5438E-01
   1.8399E+01  1.9214E+01  2.3305E+02  5.5635E+00  3.8093E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1360E+01  1.1851E+01  1.3473E+02  5.5325E+00  3.6176E+03  1.1345E+03  1.0000E+00  6.5444E-01
   1.9040E+01  2.0028E+01  2.4318E+02  5.5330E+00  3.8155E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.1756E+01  1.2353E+01  1.4058E+02  5.5019E+00  3.6230E+03  1.1351E+03  1.0000E+00  6.5451E-01
   1.9681E+01  2.0842E+01  2.5331E+02  5.5040E+00  3.8215E+03  0.0000E+00  0.0000E+00  0.0000E+00
   1.2152E+01  1.2856E+01  1.4643E+02  5.4726E+00  3.6283E+03  1.1357E+03  1.0000E+00  6.5457E-01
   9.5209E+00  2.1656E+01  2.6344E+02  5.4762E+00  3.8272E+03  0.0000E+00  0.0000E+00  0.0000E+00
   5.8751E+00  1.3358E+01  1.5228E+02  5.4447E+00  3.6333E+03  1.1363E+03  1.0000E+00  6.5463E-01
   1.0182E+01  2.2468E+01  2.7358E+02  5.4496E+00  3.8327E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.2836E+00  1.3859E+01  1.5812E+02  5.4180E+00  3.6381E+03  1.1368E+03  1.0000E+00  6.5469E-01
   1.0843E+01  2.3280E+01  2.8371E+02  5.4242E+00  3.8380E+03  0.0000E+00  0.0000E+00  0.0000E+00
   6.6915E+00  1.4360E+01  1.6397E+02  5.3924E+00  3.6427E+03  1.1373E+03  1.0000E+00  6.5474E-01
   1.1503E+01  2.4092E+01  2.9384E+02  5.3997E+00  3.8431E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.0987E+00  1.4861E+01  1.6982E+02  5.3678E+00  3.6472E+03  1.1379E+03  1.0000E+00  6.5479E-01
   1.2161E+01  2.4902E+01  3.0398E+02  5.3763E+00  3.8481E+03  0.0000E+00  0.0000E+00  0.0000E+00
   7.5054E+00  1.5361E+01  1.7566E+02  5.3442E+00  3.6515E+03  1.1383E+03  1.0000E+00  6.5485E-01
